   0.500000000E-02  -0.689900000E+01  -0.267282300E+02  -0.247805200E+02  -0.428679000E+02  -0.639010000E+02   0.000000000E+00  -0.368736000E+02  -0.845094000E+02  -0.298749000E+02
   0.150000000E-01  -0.844600000E+01  -0.399080000E+02  -0.580840000E+02  -0.964700000E+02  -0.193758000E+03   0.000000000E+00  -0.784530000E+02  -0.219343400E+03  -0.179434290E+03
   0.250000000E-01  -0.463000000E+01  -0.273250000E+02  -0.423351000E+02  -0.781850000E+02  -0.188726800E+03   0.000000000E+00  -0.555070000E+02  -0.182002000E+03  -0.203155400E+03
   0.350000000E-01  -0.406000000E+01  -0.157000000E+02  -0.285026300E+02  -0.560680000E+02  -0.145834000E+03   0.000000000E+00  -0.340200000E+02  -0.118082000E+03  -0.138520500E+03
   0.450000000E-01  -0.259000000E+01  -0.932300000E+01  -0.159606000E+02  -0.419500000E+02  -0.112736000E+03   0.000000000E+00  -0.243730000E+02  -0.839630000E+02  -0.111540500E+03
   0.550000000E-01  -0.116000000E+01  -0.712600000E+01  -0.123711000E+02  -0.324500000E+02  -0.897650000E+02   0.000000000E+00  -0.172670000E+02  -0.616800000E+02  -0.860379000E+02
   0.650000000E-01  -0.154000000E+01  -0.420100000E+01  -0.919220000E+01  -0.265650000E+02  -0.741710000E+02   0.000000000E+00  -0.122180000E+02  -0.469190000E+02  -0.676362000E+02
   0.750000000E-01  -0.124000000E+01  -0.507900000E+01  -0.521360000E+01  -0.215800000E+02  -0.609870000E+02   0.000000000E+00  -0.961700000E+01  -0.373200000E+02  -0.521166000E+02
   0.850000000E-01  -0.920000000E+00  -0.247700000E+01  -0.391620000E+01  -0.180050000E+02  -0.517260000E+02   0.000000000E+00  -0.755600000E+01  -0.334990000E+02  -0.418168000E+02
   0.950000000E-01  -0.120000000E+00  -0.332500000E+01  -0.341420000E+01  -0.151890000E+02  -0.422300000E+02   0.000000000E+00  -0.586600000E+01  -0.227890000E+02  -0.311971420E+02
   0.105000000E+00   0.120000000E+00  -0.637000000E+00  -0.536380000E+01  -0.129450000E+02  -0.365680000E+02   0.000000000E+00  -0.455800000E+01  -0.167970000E+02  -0.247628700E+02
   0.115000000E+00  -0.500000000E-01  -0.189000000E+00  -0.414870000E+01  -0.119890000E+02  -0.332480000E+02   0.000000000E+00  -0.395400000E+01  -0.165730000E+02  -0.205150150E+02
   0.125000000E+00   0.690000000E+00  -0.101400000E+01  -0.380740000E+01  -0.102820000E+02  -0.279670000E+02   0.000000000E+00  -0.192800000E+01  -0.140120000E+02  -0.159000400E+02
   0.135000000E+00  -0.790000000E+00  -0.193000000E+00  -0.826700000E+00  -0.921300000E+01  -0.261520000E+02   0.000000000E+00  -0.207300000E+01  -0.111130000E+02  -0.153880600E+02
   0.145000000E+00  -0.560000000E+00   0.888000000E+00  -0.851400000E+00  -0.871400000E+01  -0.244170000E+02   0.000000000E+00  -0.158400000E+01  -0.976600000E+01  -0.119520000E+02
   0.155000000E+00  -0.500000000E-01   0.325000000E+00   0.819800000E+00  -0.760000000E+01  -0.206020000E+02   0.000000000E+00  -0.162100000E+01  -0.969500000E+01  -0.111520000E+02
   0.165000000E+00   0.490000000E+00  -0.155600000E+01  -0.565000000E-01  -0.697900000E+01  -0.196730000E+02   0.000000000E+00  -0.143100000E+01  -0.723900000E+01  -0.779510000E+01
   0.175000000E+00  -0.100000000E-01  -0.244000000E+01  -0.315490000E+01  -0.664300000E+01  -0.177300000E+02   0.000000000E+00  -0.129800000E+01  -0.591700000E+01  -0.842580000E+01
   0.185000000E+00  -0.460000000E+00   0.434000000E+00  -0.224510000E+01  -0.577100000E+01  -0.164010000E+02   0.000000000E+00  -0.125600000E+01  -0.534800000E+01  -0.599230000E+01
   0.195000000E+00  -0.120000000E+00   0.161900000E+01  -0.177140000E+01  -0.534800000E+01  -0.144510000E+02   0.000000000E+00  -0.147700000E+01  -0.464100000E+01  -0.667960000E+01
   0.205000000E+00  -0.480000000E+00  -0.270000000E-01  -0.450900000E+00  -0.555000000E+01  -0.148530000E+02   0.000000000E+00  -0.307000000E+00  -0.344500000E+01  -0.581530000E+01
   0.215000000E+00   0.553000000E+00   0.589000000E+00   0.565100000E+00  -0.488100000E+01  -0.135555000E+02   0.000000000E+00  -0.695000000E+00  -0.382100000E+01  -0.484920000E+01
   0.225000000E+00   0.539000000E+00   0.154000000E+00   0.532900000E+00  -0.450800000E+01  -0.120486000E+02   0.000000000E+00  -0.120300000E+01  -0.237600000E+01  -0.336430000E+01
   0.235000000E+00   0.397000000E+00   0.128400000E+01  -0.524700000E+00  -0.490100000E+01  -0.123467000E+02   0.000000000E+00  -0.710000000E+00  -0.266500000E+01  -0.684660000E+01
   0.245000000E+00  -0.456000000E+00   0.114700000E+01   0.967900000E+00  -0.488700000E+01  -0.126001000E+02   0.000000000E+00  -0.528000000E+00  -0.237700000E+01  -0.408010000E+01
   0.255000000E+00   0.300000000E-01   0.920000000E+00  -0.130160000E+01  -0.398200000E+01  -0.110469000E+02   0.000000000E+00   0.178000000E+00  -0.492900000E+01  -0.438500000E+01
   0.265000000E+00  -0.172000000E+00   0.478000000E+00   0.403300000E+00  -0.425000000E+01  -0.108880000E+02   0.000000000E+00  -0.616000000E+00  -0.152200000E+01  -0.434180000E+01
   0.275000000E+00  -0.244000000E+00   0.363000000E+00  -0.126310000E+01  -0.381600000E+01  -0.996240000E+01   0.000000000E+00  -0.500000000E+00  -0.304500000E+01  -0.390050000E+01
   0.285000000E+00  -0.344000000E+00   0.677000000E+00  -0.398900000E+00  -0.383600000E+01  -0.101241000E+02   0.000000000E+00  -0.456000000E+00  -0.141100000E+01  -0.134940000E+01
   0.295000000E+00  -0.814000000E+00   0.110100000E+01  -0.231130000E+01  -0.342400000E+01  -0.834330000E+01   0.000000000E+00  -0.804000000E+00  -0.202100000E+01  -0.383110000E+01
