   0.500000000E-02  -0.100590000E+02  -0.369672600E+02  -0.324886000E+02  -0.132947000E+02  -0.307791000E+02  -0.141307700E+02  -0.218176000E+02  -0.504063000E+02  -0.239050800E+02
   0.150000000E-01  -0.127150000E+02  -0.579370000E+02  -0.760573000E+02  -0.277600000E+02  -0.728933000E+02  -0.512785600E+02  -0.463690000E+02  -0.129699300E+03  -0.963055900E+02
   0.250000000E-01  -0.102600000E+02  -0.394840000E+02  -0.621845000E+02  -0.234620000E+02  -0.666630000E+02  -0.667637900E+02  -0.367630000E+02  -0.113972000E+03  -0.121140000E+03
   0.350000000E-01  -0.678000000E+01  -0.256340000E+02  -0.454714440E+02  -0.181790000E+02  -0.525100000E+02  -0.564664300E+02  -0.251730000E+02  -0.825760000E+02  -0.962969000E+02
   0.450000000E-01  -0.359000000E+01  -0.211350000E+02  -0.307409000E+02  -0.136980000E+02  -0.406830000E+02  -0.464499200E+02  -0.165990000E+02  -0.591940000E+02  -0.733581000E+02
   0.550000000E-01  -0.202000000E+01  -0.131260000E+02  -0.284517000E+02  -0.105630000E+02  -0.324100000E+02  -0.390054200E+02  -0.129450000E+02  -0.439660000E+02  -0.564353000E+02
   0.650000000E-01  -0.145000000E+01  -0.105890000E+02  -0.159990000E+02  -0.884100000E+01  -0.264000000E+02  -0.323803700E+02  -0.107480000E+02  -0.350700000E+02  -0.450101000E+02
   0.750000000E-01  -0.155000000E+01  -0.772700000E+01  -0.125412000E+02  -0.718700000E+01  -0.226210000E+02  -0.274383100E+02  -0.805500000E+01  -0.259910000E+02  -0.335044600E+02
   0.850000000E-01  -0.290000000E+00  -0.565300000E+01  -0.123836000E+02  -0.578700000E+01  -0.183360000E+02  -0.230759000E+02  -0.641900000E+01  -0.212390000E+02  -0.273466900E+02
   0.950000000E-01  -0.200000000E-01  -0.673400000E+01  -0.528640000E+01  -0.497800000E+01  -0.155750000E+02  -0.199236100E+02  -0.470300000E+01  -0.156360000E+02  -0.211232000E+02
   0.105000000E+00  -0.147000000E+01  -0.551100000E+01  -0.734490000E+01  -0.417000000E+01  -0.135590000E+02  -0.170167800E+02  -0.387000000E+01  -0.130320000E+02  -0.168976900E+02
   0.115000000E+00  -0.560000000E+00  -0.191400000E+01  -0.466560000E+01  -0.402900000E+01  -0.122930000E+02  -0.159256000E+02  -0.375000000E+01  -0.112280000E+02  -0.157112800E+02
   0.125000000E+00   0.400000000E+00  -0.191100000E+01  -0.465420000E+01  -0.357500000E+01  -0.109180000E+02  -0.138953400E+02  -0.338000000E+01  -0.100580000E+02  -0.123910300E+02
   0.135000000E+00  -0.570000000E+00  -0.276100000E+01  -0.922650000E+01  -0.354300000E+01  -0.103740000E+02  -0.120052520E+02  -0.295700000E+01  -0.978700000E+01  -0.113529000E+02
   0.145000000E+00   0.240000000E+00  -0.340200000E+01  -0.230280000E+01  -0.329300000E+01  -0.944900000E+01  -0.114224800E+02  -0.253300000E+01  -0.623200000E+01  -0.894110000E+01
   0.155000000E+00   0.410000000E+00  -0.290800000E+01  -0.458290000E+01  -0.276600000E+01  -0.850100000E+01  -0.100856900E+02  -0.217700000E+01  -0.598300000E+01  -0.807890000E+01
   0.165000000E+00  -0.100000000E+00  -0.228500000E+01  -0.511700000E+01  -0.252400000E+01  -0.808100000E+01  -0.979092000E+01  -0.157700000E+01  -0.500000000E+01  -0.451090000E+01
   0.175000000E+00  -0.400000000E+00  -0.164200000E+01  -0.130570000E+01  -0.238600000E+01  -0.729800000E+01  -0.921736000E+01  -0.146900000E+01  -0.508400000E+01  -0.552770000E+01
   0.185000000E+00   0.310000000E+00  -0.268700000E+01  -0.564900000E+00  -0.218600000E+01  -0.656500000E+01  -0.833248000E+01  -0.180700000E+01  -0.435800000E+01  -0.339650000E+01
   0.195000000E+00   0.235000000E+00  -0.335200000E+01  -0.154540000E+01  -0.222500000E+01  -0.637860000E+01  -0.835706000E+01  -0.120400000E+01  -0.385500000E+01  -0.415580000E+01
   0.205000000E+00   0.389000000E+00  -0.221900000E+01  -0.457090000E+01  -0.205900000E+01  -0.588180000E+01  -0.748935000E+01  -0.875000000E+00  -0.158900000E+01  -0.423170000E+01
   0.215000000E+00  -0.817000000E+00  -0.731000000E+00  -0.544400000E+01  -0.196800000E+01  -0.519720000E+01  -0.657438000E+01  -0.142100000E+01  -0.338500000E+01  -0.271040000E+01
