   0.500000000E-02  -0.248460000E+02  -0.610328000E+02   0.000000000E+00  -0.256063000E+02  -0.412463000E+02   0.000000000E+00  -0.218176000E+02  -0.504063000E+02  -0.239050800E+02
   0.150000000E-01  -0.358890000E+02  -0.114276000E+03   0.000000000E+00  -0.569170000E+02  -0.110876760E+03   0.000000000E+00  -0.463690000E+02  -0.129699300E+03  -0.963055900E+02
   0.250000000E-01  -0.260600000E+02  -0.855460000E+02   0.000000000E+00  -0.501270000E+02  -0.116118000E+03   0.000000000E+00  -0.367630000E+02  -0.113972000E+03  -0.121140000E+03
   0.350000000E-01  -0.170300000E+02  -0.593170000E+02   0.000000000E+00  -0.391830000E+02  -0.943370000E+02   0.000000000E+00  -0.251730000E+02  -0.825760000E+02  -0.962969000E+02
   0.450000000E-01  -0.120400000E+02  -0.439060000E+02   0.000000000E+00  -0.299710000E+02  -0.750910000E+02   0.000000000E+00  -0.165990000E+02  -0.591940000E+02  -0.733581000E+02
   0.550000000E-01  -0.728000000E+01  -0.342010000E+02   0.000000000E+00  -0.235270000E+02  -0.613030000E+02   0.000000000E+00  -0.129450000E+02  -0.439660000E+02  -0.564353000E+02
   0.650000000E-01  -0.568000000E+01  -0.224400000E+02   0.000000000E+00  -0.194000000E+02  -0.503850000E+02   0.000000000E+00  -0.107480000E+02  -0.350700000E+02  -0.450101000E+02
   0.750000000E-01  -0.465000000E+01  -0.170170000E+02   0.000000000E+00  -0.162370000E+02  -0.429450000E+02   0.000000000E+00  -0.805500000E+01  -0.259910000E+02  -0.335044600E+02
   0.850000000E-01  -0.256000000E+01  -0.148250000E+02   0.000000000E+00  -0.131210000E+02  -0.354290000E+02   0.000000000E+00  -0.641900000E+01  -0.212390000E+02  -0.273466900E+02
   0.950000000E-01  -0.271000000E+01  -0.106500000E+02   0.000000000E+00  -0.112080000E+02  -0.303330000E+02   0.000000000E+00  -0.470300000E+01  -0.156360000E+02  -0.211232000E+02
   0.105000000E+00  -0.368000000E+01  -0.109520000E+02   0.000000000E+00  -0.959400000E+01  -0.261640000E+02   0.000000000E+00  -0.387000000E+01  -0.130320000E+02  -0.168976900E+02
   0.115000000E+00  -0.132000000E+01  -0.536900000E+01   0.000000000E+00  -0.894600000E+01  -0.240890000E+02   0.000000000E+00  -0.375000000E+01  -0.112280000E+02  -0.157112800E+02
   0.125000000E+00  -0.370000000E+00  -0.535800000E+01   0.000000000E+00  -0.794200000E+01  -0.212120000E+02   0.000000000E+00  -0.338000000E+01  -0.100580000E+02  -0.123910300E+02
   0.135000000E+00  -0.168000000E+01  -0.959600000E+01   0.000000000E+00  -0.769300000E+01  -0.192670000E+02   0.000000000E+00  -0.295700000E+01  -0.978700000E+01  -0.113529000E+02
   0.145000000E+00  -0.111000000E+01  -0.510700000E+01   0.000000000E+00  -0.707300000E+01  -0.179100000E+02   0.000000000E+00  -0.253300000E+01  -0.623200000E+01  -0.894110000E+01
   0.155000000E+00  -0.760000000E+00  -0.630200000E+01   0.000000000E+00  -0.616700000E+01  -0.159710000E+02   0.000000000E+00  -0.217700000E+01  -0.598300000E+01  -0.807890000E+01
   0.165000000E+00  -0.101000000E+01  -0.607500000E+01   0.000000000E+00  -0.575600000E+01  -0.153340000E+02   0.000000000E+00  -0.157700000E+01  -0.500000000E+01  -0.451090000E+01
   0.175000000E+00  -0.106000000E+01  -0.261000000E+01   0.000000000E+00  -0.530600000E+01  -0.141260000E+02   0.000000000E+00  -0.146900000E+01  -0.508400000E+01  -0.552770000E+01
   0.185000000E+00  -0.750000000E+00  -0.310600000E+01   0.000000000E+00  -0.481300000E+01  -0.127380000E+02   0.000000000E+00  -0.180700000E+01  -0.435800000E+01  -0.339650000E+01
   0.195000000E+00  -0.110000000E+01  -0.449800000E+01   0.000000000E+00  -0.477700000E+01  -0.125700000E+02   0.000000000E+00  -0.120400000E+01  -0.385500000E+01  -0.415580000E+01
   0.205000000E+00  -0.500000000E+00  -0.560400000E+01   0.000000000E+00  -0.441200000E+01  -0.114295000E+02   0.000000000E+00  -0.875000000E+00  -0.158900000E+01  -0.423170000E+01
   0.215000000E+00  -0.111000000E+01  -0.476300000E+01   0.000000000E+00  -0.404700000E+01  -0.100668000E+02   0.000000000E+00  -0.142100000E+01  -0.338500000E+01  -0.271040000E+01
   0.225000000E+00  -0.507000000E+00  -0.406600000E+01   0.000000000E+00  -0.404800000E+01  -0.105963000E+02   0.000000000E+00  -0.150600000E+01  -0.328300000E+01  -0.203630000E+01
   0.235000000E+00  -0.134200000E+01  -0.289400000E+01   0.000000000E+00  -0.354400000E+01  -0.957200000E+01   0.000000000E+00  -0.809000000E+00  -0.326900000E+01  -0.433450000E+01
   0.245000000E+00   0.630000000E-01  -0.354500000E+01   0.000000000E+00  -0.360900000E+01  -0.962450000E+01   0.000000000E+00  -0.124200000E+01  -0.252000000E+01  -0.481350000E+01
   0.255000000E+00  -0.554000000E+00  -0.211000000E+01   0.000000000E+00  -0.334900000E+01  -0.888790000E+01   0.000000000E+00  -0.130600000E+01  -0.152400000E+01  -0.256070000E+01
   0.265000000E+00  -0.839000000E+00  -0.279200000E+01   0.000000000E+00  -0.322400000E+01  -0.807910000E+01   0.000000000E+00  -0.919000000E+00  -0.237000000E+01  -0.220410000E+01
   0.275000000E+00  -0.553000000E+00  -0.271100000E+01   0.000000000E+00  -0.301400000E+01  -0.708050000E+01   0.000000000E+00  -0.985000000E+00  -0.338800000E+01  -0.171140000E+01
   0.285000000E+00   0.263000000E+00  -0.218000000E+01   0.000000000E+00  -0.280700000E+01  -0.719840000E+01   0.000000000E+00  -0.458000000E+00  -0.143700000E+01  -0.141380000E+01
   0.295000000E+00  -0.927000000E+00   0.158000000E+00   0.000000000E+00  -0.263500000E+01  -0.711670000E+01   0.000000000E+00  -0.905000000E+00  -0.286960000E+01  -0.121680000E+01
