   0.500000E-02   0.338349E+03   0.000000E+00   0.105920E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.797661E+02   0.000000E+00  -0.229567E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.135621E+03   0.000000E+00   0.135761E+03   0.000000E+00  -0.106153E+03   0.000000E+00
   0.150000E-01   0.933345E+03   0.000000E+00   0.354739E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.212746E+03   0.000000E+00  -0.273512E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.555541E+03   0.000000E+00  -0.813676E+02   0.000000E+00  -0.601882E+03   0.000000E+00
   0.250000E-01   0.124377E+04   0.000000E+00   0.656908E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.334115E+03   0.000000E+00  -0.208297E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.719633E+03   0.000000E+00  -0.138904E+03   0.000000E+00  -0.248925E+03   0.000000E+00
   0.350000E-01   0.135897E+04   0.000000E+00   0.357013E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.382549E+03   0.000000E+00  -0.206031E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.731458E+03   0.000000E+00   0.306888E+02   0.000000E+00  -0.155610E+03   0.000000E+00
   0.450000E-01   0.155172E+04   0.000000E+00   0.659611E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.463864E+03   0.000000E+00   0.303931E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.739746E+03   0.000000E+00   0.249799E+03   0.000000E+00  -0.224770E+03   0.000000E+00
   0.550000E-01   0.164756E+04   0.000000E+00   0.742690E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.506275E+03   0.000000E+00   0.125999E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.790961E+03   0.000000E+00   0.325740E+03   0.000000E+00  -0.232561E+03   0.000000E+00
   0.650000E-01   0.161584E+04   0.000000E+00   0.441890E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.558067E+03   0.000000E+00   0.255899E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.824317E+03   0.000000E+00   0.273595E+03   0.000000E+00   0.116212E+03   0.000000E+00
   0.750000E-01   0.173251E+04   0.000000E+00   0.597529E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.499106E+03   0.000000E+00   0.947246E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.848767E+03   0.000000E+00   0.105639E+03   0.000000E+00  -0.240502E+03   0.000000E+00
   0.850000E-01   0.167057E+04   0.000000E+00   0.757800E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.514879E+03   0.000000E+00   0.167711E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.799226E+03   0.000000E+00   0.402007E+03   0.000000E+00   0.103936E+03   0.000000E+00
   0.950000E-01   0.153785E+04   0.000000E+00   0.748105E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.483867E+03   0.000000E+00   0.191658E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.670925E+03   0.000000E+00   0.258328E+03   0.000000E+00   0.713778E+02   0.000000E+00
   0.105000E+00   0.147510E+04   0.000000E+00   0.578304E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.456000E+03   0.000000E+00   0.159530E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.707612E+03   0.000000E+00   0.322191E+03   0.000000E+00   0.155941E+02   0.000000E+00
   0.115000E+00   0.147728E+04   0.000000E+00   0.564781E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.419964E+03   0.000000E+00   0.177318E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.681752E+03   0.000000E+00   0.382671E+03   0.000000E+00   0.146944E+03   0.000000E+00
   0.125000E+00   0.142421E+04   0.000000E+00   0.436985E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.443806E+03   0.000000E+00   0.146483E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.702541E+03   0.000000E+00   0.271929E+03   0.000000E+00   0.767204E+02   0.000000E+00
   0.135000E+00   0.136924E+04   0.000000E+00   0.366141E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.403759E+03   0.000000E+00   0.152152E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.627550E+03   0.000000E+00   0.280557E+03   0.000000E+00   0.116881E+03   0.000000E+00
   0.145000E+00   0.126091E+04   0.000000E+00   0.317129E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.417180E+03   0.000000E+00   0.174881E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.583305E+03   0.000000E+00   0.204180E+03   0.000000E+00   0.260485E+02   0.000000E+00
   0.155000E+00   0.125313E+04   0.000000E+00   0.463947E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.375370E+03   0.000000E+00   0.123673E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.517829E+03   0.000000E+00   0.234093E+03   0.000000E+00   0.125629E+03   0.000000E+00
   0.165000E+00   0.113781E+04   0.000000E+00   0.323838E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.348928E+03   0.000000E+00   0.171884E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.537719E+03   0.000000E+00   0.176687E+03   0.000000E+00   0.103512E+03   0.000000E+00
   0.175000E+00   0.112920E+04   0.000000E+00   0.294972E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.358508E+03   0.000000E+00   0.177669E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.576777E+03   0.000000E+00   0.166444E+03   0.000000E+00   0.106094E+03   0.000000E+00
   0.185000E+00   0.112717E+04   0.000000E+00   0.262354E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.363938E+03   0.000000E+00   0.166051E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.522470E+03   0.000000E+00   0.143468E+03   0.000000E+00  -0.514992E+01   0.000000E+00
   0.195000E+00   0.106242E+04   0.000000E+00   0.172991E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.319711E+03   0.000000E+00   0.109489E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.491201E+03   0.000000E+00   0.122179E+03   0.000000E+00  -0.942616E+02   0.000000E+00
   0.205000E+00   0.106715E+04   0.000000E+00   0.239535E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.321184E+03   0.000000E+00   0.151747E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.494831E+03   0.000000E+00   0.201254E+03   0.000000E+00   0.993204E+02   0.000000E+00
   0.215000E+00   0.999851E+03   0.000000E+00   0.150554E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.314287E+03   0.000000E+00   0.185721E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.445570E+03   0.000000E+00   0.211461E+03   0.000000E+00   0.249845E+02   0.000000E+00
